rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:6jBoUckd6VEImt6pg8RpDr","Kidd Voodoo, JC Reyes","Me Mareo","Kidd Voodoo",1,1,64,"597973"
2,"spotify:track:6uiQ0DqbXTBc8tl0AUKZkR","Rels B","TU VAS SIN (fav)","DALE PLAY Records / Flakk Team",1,2,74,"514691"
3,"spotify:track:2mdrVnxEnPR6iFijakkxQS","Young Cister, Kreamly","QLOO*","Sony Music Entertainment Chile S.A",3,6,102,"449141"
4,"spotify:track:7koAf6aZgjO6TS7bipfPD0","Ovy On The Drums, Quevedo, Beéle","YO y TÚ","WEA Latina",1,3,82,"434640"
5,"spotify:track:6iOndD4OFo7GkaDypWQIou","W Sound, Beéle, Ovy On The Drums","La Plena - W Sound 05","WEA Latina",1,4,193,"405484"
6,"spotify:track:1HEwEN64NjgTaHmo7LfkX8","Beéle","no tiene sentido","5020 Records",1,8,109,"391660"
7,"spotify:track:18m5dJOPB2geFwOymXNaWg","Mora, De La Rose","AURORA","Rimas Entertainment LLC.",4,5,106,"384537"
8,"spotify:track:4DnrAI8WyUY6gkOwl8GlPN","Alleh, Yorghaki","capaz (merengueton)","CONMUER LLC",1,10,275,"311803"
9,"spotify:track:1cmfXbOvNJt7iDrnJy5BRE","Mora, C. Tangana","DROGA","Rimas Entertainment LLC.",1,9,106,"311750"
10,"spotify:track:1C7NXX8UJ6pgNx8EkmyZDd","Beéle","si te pillara","5020 Records",5,13,92,"307229"
11,"spotify:track:4OsBqqMwFabHATATT527tH","Myke Towers, Quevedo","SOLEAO","WEA Latina",3,16,95,"292393"
12,"spotify:track:3bAAv8knmzFpYQsLFoK6de","Quevedo","TUCHAT","Quevedo",1,12,58,"288718"
13,"spotify:track:6vRQqxOhUFd78p5tL8jXr7","Luck Ra, BM","La Morocha","Sony Music Entertainment Chile S.A",10,11,355,"277897"
14,"spotify:track:4uulymZhmebsjKedRaJ1gQ","rusowsky","malibU","Rusia-IDK/Warner Records",14,15,101,"265397"
15,"spotify:track:29twJUQo66aqSd3lxoeswV","Omar Courtz, Bad Gyal","Comernos","Mr.305 Records / Rimas Entertainment LLC.",5,14,137,"247368"
16,"spotify:track:6OCNg7QchXJMww1LHMjIzb","Nicky Jam, Beéle","Hiekka","Nicky Jam",1,7,123,"231282"
